word,phonetic,meaning,example
preserve,/prɪˈzɜːrv/,保护,We must preserve our natural resources for future generations.
press,/pres/,按,Press the button to start the machine.
pretend,/prɪˈtend/,假装,He pretended to be asleep when his mother entered the room.
prevail,/prɪˈveɪl/,占上风,Justice will prevail in the end.
previous,/ˈpriːviəs/,以前的,She had no previous experience in this field.
primarily,/praɪˈmerəli/,主要地,The course is designed primarily for beginners.
prime,/praɪm/,首要的,Safety is our prime concern at all times.
primitive,/ˈprɪmɪtɪv/,原始的,The tribe lived in primitive conditions deep in the forest.
principal,/ˈprɪnsəpl/,主要的,The principal reason for the delay was bad weather.
principle,/ˈprɪnsəpl/,原则,Fairness is a fundamental principle of justice.
priority,/praɪˈɔːrəti/,优先事项,Health should always be your top priority.
privilege,/ˈprɪvəlɪdʒ/,特权,Education is a right and not a privilege.
probe,/proʊb/,探测,The space probe traveled millions of miles to reach Mars.
procedure,/prəˈsiːdʒər/,程序,Please follow the standard procedure for filing a complaint.
process,/ˈprɑːses/,过程,Learning a language is a long and gradual process.
productive,/prəˈdʌktɪv/,高效的,She had a very productive day at the office.
profession,/prəˈfeʃn/,职业,Medicine is a respected profession around the world.
profile,/ˈproʊfaɪl/,简介,The company published a profile of its new CEO.
profit,/ˈprɑːfɪt/,利润,The company reported record profits this quarter.
profound,/prəˈfaʊnd/,深刻的,The book had a profound impact on her worldview.
progress,/ˈprɑːɡres/,进步,She has made remarkable progress in her studies.
prominent,/ˈprɑːmɪnənt/,杰出的,He is a prominent figure in the field of physics.
promote,/prəˈmoʊt/,促进,The campaign aims to promote healthy eating habits.
prompt,/prɑːmpt/,迅速的,The prompt response from the fire department saved many lives.
proportion,/prəˈpɔːrʃn/,比例,A large proportion of the population lives in urban areas.
proposal,/prəˈpoʊzl/,提案,The committee approved the new budget proposal.
propose,/prəˈpoʊz/,提议,She proposed a new strategy to increase sales.
prospect,/ˈprɑːspekt/,前景,The career prospects in this field are very promising.
prosperity,/prɑːˈsperəti/,繁荣,The nation enjoyed a period of great prosperity.
protest,/ˈproʊtest/,抗议,Thousands of people joined the peaceful protest.
prove,/pruːv/,证明,She proved her critics wrong with an outstanding performance.
provide,/prəˈvaɪd/,提供,The hotel provides free breakfast for all guests.
provoke,/prəˈvoʊk/,激怒,His rude comments provoked anger among the audience.
publish,/ˈpʌblɪʃ/,出版,She published her first novel at the age of twenty-five.
punctual,/ˈpʌŋktʃuəl/,守时的,She is always punctual for every meeting.
purchase,/ˈpɜːrtʃəs/,购买,She made a purchase at the local bookstore.
pursue,/pərˈsuː/,追求,He decided to pursue a career in environmental science.
puzzle,/ˈpʌzl/,谜题,The mystery novel kept the reader solving the puzzle until the end.
qualify,/ˈkwɒlɪfaɪ/,使合格,Her experience qualifies her for the senior position.
quest,/kwest/,探索,The team embarked on a quest to find the lost treasure.
quote,/kwoʊt/,引用,She likes to quote her grandmother's wise words.
racial,/ˈreɪʃl/,种族的,Racial harmony requires understanding and mutual respect.
radiation/,/ˌreɪdiˈeɪʃn/,辐射,Excessive exposure to radiation is harmful to health.
radical,/ˈrædɪkl/,根本的,The plan calls for radical reform of the education system.
rage,/reɪdʒ/,愤怒,He was filled with rage after hearing the unfair decision.
random,/ˈrændəm/,随机的,The winning numbers were selected at random.
range,/reɪndʒ/,范围,The store offers a wide range of products.
rapid,/ˈræpɪd/,快速的,The city has experienced rapid population growth.
ratio,/ˈreɪʃioʊ/,比率,The ratio of teachers to students is one to twenty.
rational,/ˈræʃnəl/,理性的,We need to make a rational decision based on facts.
raw,/rɔː/,生的,Do not eat raw meat because it may contain bacteria.
react,/riˈækt/,反应,How did she react when she heard the news?
realistic/,/ˌriːəˈlɪstɪk/,现实的,We need to set realistic goals for the project.
realm,/relm/,领域,Space exploration opens up a whole new realm of possibilities.
reasonable,/ˈriːznəbl/,合理的,The price of the ticket is very reasonable.
rebel,/ˈrebl/,反叛者,The rebel group fought against the ruling government.
recall,/rɪˈkɔːl/,回忆,She could not recall where she had left her keys.
recover,/rɪˈkʌvər/,恢复,It took him several months to recover from the illness.
recruit,/rɪˈkruːt/,招募,The company plans to recruit fifty new graduates this year.
reform,/rɪˈfɔːrm/,改革,The government announced major reforms in healthcare.
refugee/,/ˌrefjuˈdʒiː/,难民,The camp provided shelter for thousands of refugees.
regulate,/ˈreɡjuleɪt/,监管,The government regulates the food industry to ensure safety.
reject,/rɪˈdʒekt/,拒绝,The university rejected his application for admission.
relate,/rɪˈleɪt/,关联,It is hard to relate to a character in a poorly written story.
release,/rɪˈliːs/,释放,The company will release a new version of the software next month.
relevant,/ˈreləvənt/,相关的,Please keep your comments relevant to the topic.
reliable,/rɪˈlaɪəbl/,可靠的,She is a very reliable person who never breaks a promise.
relieve,/rɪˈliːv/,缓解,The medicine helped relieve her headache quickly.
reluctant,/rɪˈlʌktənt/,不情愿的,He was reluctant to admit that he was wrong.
rely,/rɪˈlaɪ/,依赖,You can rely on me for support whenever you need it.
remark,/rɪˈmɑːrk/,评论,She made a clever remark during the discussion.
remarkable,/rɪˈmɑːrkəbl/,非凡的,The recovery of the patient was truly remarkable.
remedy,/ˈremədi/,补救办法,There is no easy remedy for this complex problem.
remote,/rɪˈmoʊt/,偏远的,The village is located in a remote mountain area.
remove,/rɪˈmuːv/,移除,Please remove your shoes before entering the temple.
render,/ˈrendər/,使成为,The heavy rain rendered the roads impassable.
renew,/rɪˈnuː/,更新,You need to renew your membership before it expires.
represent/,/ˌreprɪˈzent/,代表,The lawyer represents the interests of her client.
reputation/,/ˌrepjuˈteɪʃn/,声誉,The school has an excellent reputation for academic excellence.
request,/rɪˈkwest/,请求,She submitted a formal request for time off.
require,/rɪˈkwaɪr/,要求,This job requires at least three years of experience.
rescue,/ˈreskjuː/,营救,The rescue team arrived just in time to save the hikers.
research,/rɪˈsɜːrtʃ/,研究,The university conducts groundbreaking research in medicine.
resemble,/rɪˈzembl/,相似,She resembles her mother in many ways.
reserve,/rɪˈzɜːrv/,预订,I would like to reserve a table for two please.
resign,/rɪˈzaɪn/,辞职,He decided to resign from his position to start his own business.
resist,/rɪˈzɪst/,抵抗,She could not resist the temptation of chocolate cake.
resolve,/rɪˈzɑːlv/,解决,The two neighbors resolved their dispute through dialogue.
resort,/rɪˈzɔːrt/,度假胜地,The beach resort attracts tourists from all over the world.
resource,/ˈriːsɔːrs/,资源,Natural resources must be used wisely and sustainably.
respond,/rɪˈspɑːnd/,回应,She did not respond to any of his messages.
restore,/rɪˈstɔːr/,恢复,The old painting was carefully restored by experts.
restrict,/rɪˈstrɪkt/,限制,The new law restricts the sale of alcohol to minors.
retain,/rɪˈteɪn/,保留,The company managed to retain its most talented employees.
reveal,/rɪˈviːl/,揭示,The investigation revealed some surprising facts.
revenue,/ˈrevənuː/,收入,The company's annual revenue exceeded one billion dollars.
reverse,/rɪˈvɜːrs/,逆转,The government decided to reverse the controversial policy.
revise,/rɪˈvaɪz/,修订,She revised her essay several times before submitting it.
revolution/,/ˌrevəˈluːʃn/,革命,The industrial revolution transformed the entire economy.
reward,/rɪˈwɔːrd/,奖励,Hard work will eventually bring its own reward.
rid,/rɪd/,摆脱,She finally rid herself of the bad habit.
rigid,/ˈrɪdʒɪd/,僵硬的,The rules are too rigid and need to be more flexible.
risk,/rɪsk/,风险,Investing in the stock market always involves some risk.
rival,/ˈraɪvl/,竞争对手,The two rival companies fought for market dominance.
robust,/roʊˈbʌst/,强健的,The economy showed robust growth last quarter.
rough,/rʌf/,粗糙的,The surface of the rock felt rough under her hands.
routine,/ruːˈtiːn/,日常,Exercise should be part of your daily routine.
rural,/ˈrʊrəl/,农村的,She grew up in a small rural community.
sacred,/ˈseɪkrɪd/,神圣的,The temple is considered a sacred place by the locals.
sake,/seɪk/,缘故,She moved abroad for the sake of her children's education.
satisfy,/ˈsætɪsfaɪ/,满足,The meal did not satisfy his hunger at all.
scan,/skæn/,扫描,She scanned the document quickly for any errors.
scandal,/ˈskændl/,丑闻,The political scandal forced the minister to resign.
scarce,/skers/,稀缺的,Clean drinking water is scarce in many parts of the world.
scare,/skeər/,惊吓,Loud noises can scare young children.
scene,/siːn/,场景,The final scene of the movie brought tears to my eyes.
scheme,/skiːm/,计划,The government introduced a new scheme to support small businesses.
scholar,/ˈskɑːlər/,学者,The scholar published dozens of papers on ancient history.
scope,/skoʊp/,范围,The scope of this project is much larger than we expected.
scratch,/skrætʃ/,抓痕,There was a deep scratch on the surface of the table.
screen,/skriːn/,屏幕,She spent too many hours staring at the screen.
seal,/siːl/,密封,Make sure to seal the package before mailing it.
section,/ˈsekʃn/,部分,Please refer to the third section of the manual.
secure,/sɪˈkjʊr/,安全的,Make sure your password is secure enough to prevent hacking.
seek,/siːk/,寻求,She sought advice from her mentor about the career change.
segment,/ˈseɡmənt/,片段,The final segment of the show was the most exciting.
select,/sɪˈlekt/,选择,Please select your preferred language from the menu.
senate,/ˈsenət/,参议院,The senate voted to approve the new legislation.
senior,/ˈsiːniər/,高级的,He was promoted to a senior position in the company.
sensitive,/ˈsensətɪv/,敏感的,She is very sensitive to criticism from others.
sequence,/ˈsiːkwəns/,顺序,The events occurred in a very logical sequence.
severe,/sɪˈvɪr/,严重的,The storm caused severe damage to the coastal town.
shallow,/ˈʃæloʊ/,浅的,The water near the shore is very shallow.
shelter,/ˈʃeltər/,庇护所,The charity provides shelter for homeless families.
shift,/ʃɪft/,转变,There has been a major shift in public opinion on the issue.
shrink,/ʃrɪŋk/,缩小,The company had to shrink its workforce due to budget cuts.
signal,/ˈsɪɡnəl/,信号,The traffic signal turned red and all cars stopped.
significance,/sɪɡˈnɪfɪkəns/,重要性,The discovery of penicillin was of great significance to medicine.
significant,/sɪɡˈnɪfɪkənt/,重大的,There has been a significant improvement in living standards.
simplify,/ˈsɪmplɪfaɪ/,简化,We need to simplify the instructions for new users.
simultaneous/,/ˌsaɪmlˈteɪniəs/,同时的,The two events happened in simultaneous fashion.
sincere,/sɪnˈsɪr/,真诚的,She offered a sincere apology for the misunderstanding.
site,/saɪt/,场地,The construction site is just around the corner.
sketch,/sketʃ/,素描,He drew a quick sketch of the landscape in his notebook.
slight,/slaɪt/,轻微的,There was a slight change in the temperature overnight.
slip,/slɪp/,滑倒,She slipped on the wet floor and hurt her knee.
slogan,/ˈsloʊɡən/,口号,The company's new slogan is easy to remember.
slope,/sloʊp/,斜坡,The children love to play on the grassy slope behind the school.
smart,/smɑːrt/,聪明的,She is one of the smartest students in the entire school.
snap,/snæp/,折断,The branch snapped under the weight of the snow.
soar,/sɔːr/,飙升,Temperatures are expected to soar this weekend.
sole,/soʊl/,唯一的,She was the sole survivor of the accident.
solid,/ˈsɑːlɪd/,固体的,Water becomes solid when it freezes into ice.
somewhat,/ˈsʌmwʌt/,稍微,The results were somewhat disappointing but still promising.
sophisticated,/səˈfɪstɪkeɪtɪd/,复杂的,The new software has a very sophisticated design.
soul,/soʊl/,灵魂,Music has the power to touch the human soul.
source,/sɔːrs/,来源,The river is the main source of drinking water for the city.
specific,/spəˈsɪfɪk/,具体的,Can you give me a specific example of what you mean?
spectacular,/spekˈtækjələr/,壮观的,The fireworks display was truly spectacular.
spectrum,/ˈspektrəm/,光谱,The visible spectrum includes all the colors of the rainbow.
speculate,/ˈspekjuleɪt/,推测,Analysts speculate that the market will recover soon.
sphere,/sfɪr/,领域,She is a leading expert in the sphere of renewable energy.
spirit,/ˈspɪrɪt/,精神,The team showed great spirit even after losing the match.
spite,/spaɪt/,恶意,She helped him out of kindness and not out of spite.
split,/splɪt/,分裂,The company decided to split into two separate divisions.
sponsor,/ˈspɑːnsər/,赞助,The event was sponsored by a major technology company.
spot,/spɑːt/,发现,She spotted a rare bird in the garden this morning.
spread,/spred/,传播,News of the discovery spread quickly across the scientific community.
spy,/spaɪ/,间谍,The spy gathered classified information for years.
squeeze,/skwiːz/,挤压,She squeezed the tube of toothpaste to get the last drop.
stable,/ˈsteɪbl/,稳定的,The patient is now in stable condition after the surgery.
staff,/stæf/,员工,The hospital has a dedicated staff of nurses and doctors.
stain,/steɪn/,污渍,The coffee stain on the white shirt would not come out.
stake,/steɪk/,利害关系,There is a lot at stake in the upcoming negotiation.
standard,/ˈstændərd/,标准,The company sets very high standards for product quality.
starve,/stɑːrv/,挨饿,Without food supplies the animals would starve.
state,/steɪt/,声明,The president issued a state of emergency declaration.
statistics,/stəˈtɪstɪks/,统计数据,According to statistics the average lifespan has increased.
status,/ˈsteɪtəs/,地位,Her status in the company rose after the successful project.
steady,/ˈstedi/,稳定的,The economy has shown steady growth over the past decade.
steep,/stiːp/,陡峭的,The steep mountain trail was difficult to climb.
stem,/stem/,起源,The problem stems from a lack of communication.
stimulate,/ˈstɪmjuleɪt/,刺激,The new policy is designed to stimulate economic growth.
stir,/stɜːr/,搅拌,She stirred the soup slowly while it cooked on the stove.
stock,/stɑːk/,库存,The store has a large stock of winter clothing.
strain,/streɪn/,压力,Working long hours can put a strain on your health.
strategic,/strəˈtiːdʒɪk/,战略的,The company made a strategic decision to enter the Asian market.
strength,/streŋθ/,力量,Teamwork is our greatest strength.
stretch,/stretʃ/,伸展,She stretched her arms above her head after sitting for hours.
strict,/strɪkt/,严格的,The school has very strict rules about uniform policy.
strike,/straɪk/,罢工,The workers went on strike to demand better conditions.
structure,/ˈstrʌktʃər/,结构,The building has a very unusual architectural structure.
stuff,/stʌf/,东西,She packed all her stuff into a single suitcase.
subject,/ˈsʌbdʒekt/,主题,The subject of today's lecture is climate change.
submit,/səbˈmɪt/,提交,Please submit your report before Friday afternoon.
substance,/ˈsʌbstəns/,物质,The chemical substance is used in industrial manufacturing.
substitute,/ˈsʌbstɪtuːt/,替代品,Honey can be used as a substitute for sugar.
subtle,/ˈsʌtl/,微妙的,There is a subtle difference between the two colors.
suburb,/ˈsʌbɜːrb/,郊区,They moved to a quiet suburb outside the city.
succeed,/səkˈsiːd/,成功,She worked hard and eventually succeeded in her career.
sufficient,/səˈfɪʃnt/,足够的,There is sufficient evidence to prove his innocence.
suggest,/səˈdʒest/,建议,The doctor suggested that she get more rest each night.
suitable,/ˈsuːtəbl/,合适的,This movie is not suitable for young children.
summarize,/ˈsʌməraɪz/,总结,Can you summarize the main points of the article?
supplement,/ˈsʌplɪmənt/,补充,She takes vitamin supplements every morning.
supply,/səˈplaɪ/,供应,The supply of fresh water is limited in this region.
supreme,/suːˈpriːm/,最高的,The supreme court made a historic ruling today.
surplus,/ˈsɜːrpləs/,盈余,The country has a trade surplus this year.
surrender,/səˈrendər/,投降,The army had no choice but to surrender to the enemy.
surround,/səˈraʊnd/,围绕,Beautiful mountains surround the small town.
survey,/ˈsɜːrveɪ/,调查,The survey revealed that most people support the new policy.
survive,/sərˈvaɪv/,幸存,Only three passengers survived the plane crash.
suspect,/səˈspekt/,怀疑,The police suspect that the fire was started deliberately.
suspend,/səˈspend/,暂停,The school suspended the student for breaking the rules.
sustain,/səˈsteɪn/,维持,It is hard to sustain economic growth without innovation.
swallow,/ˈswɑːloʊ/,吞咽,She swallowed the pill with a glass of water.
swear,/swer/,发誓,He swore to tell the truth in the courtroom.
sweep,/swiːp/,清扫,She swept the floor before the guests arrived.
switch,/swɪtʃ/,转换,Let us switch seats so you can see better.
symbol,/ˈsɪmbl/,象征,The dove is a symbol of peace around the world.
sympathy,/ˈsɪmpəθi/,同情,She expressed deep sympathy for the victims of the disaster.
symptom,/ˈsɪmptəm/,症状,Fever is a common symptom of the flu.
tackle,/ˈtækl/,处理,We must tackle the problem of pollution together.
talent,/ˈtælənt/,天赋,She has a natural talent for painting and drawing.
target,/ˈtɑːrɡɪt/,目标,The company set a target to double its sales by next year.
technique,/tekˈniːk/,技术,The artist developed a unique painting technique.
temporary,/ˈtempəreri/,临时的,This is only a temporary solution to the problem.
tension,/ˈtenʃn/,紧张,There was a lot of tension between the two rival groups.
terminal,/ˈtɜːrmɪnl/,终点站,The bus terminal is located in the city center.
terminate,/ˈtɜːrmɪneɪt/,终止,The company terminated the contract due to breach of terms.
terrific,/təˈrɪfɪk/,极好的,She did a terrific job organizing the event.
textile,/ˈtekstaɪl/,纺织,The textile industry is one of the oldest in the region.
theme,/θiːm/,主题,The theme of the conference is innovation and sustainability.
theoretical/,/ˌθiːəˈretɪkl/,理论的,The study is purely theoretical and has not been tested yet.
therapy,/ˈθerəpi/,治疗,Physical therapy helped him recover from the knee injury.
thorough,/ˈθɜːroʊ/,彻底的,The police conducted a thorough investigation of the crime.
threat,/θret/,威胁,Deforestation is a major threat to biodiversity.
thrill,/θrɪl/,使兴奋,Winning the award thrilled her beyond words.
tide,/taɪd/,潮汐,The tide comes in very quickly along this coastline.
tissue,/ˈtɪʃuː/,纸巾,She grabbed a tissue to wipe her tears.
tolerate,/ˈtɑːləreɪt/,忍受,She cannot tolerate rude behavior from anyone.
tone,/toʊn/,语气,His tone of voice was calm but firm.
tough,/tʌf/,艰难的,It was a tough decision but it had to be made.
trace,/treɪs/,追踪,The detective managed to trace the call to a remote location.
tradition,/trəˈdɪʃn/,传统,It is a family tradition to gather for dinner every Sunday.
tragedy,/ˈtrædʒədi/,悲剧,The sinking of the ship was a terrible tragedy.
trail,/treɪl/,小径,We followed a narrow trail through the dense forest.
trait,/treɪt/,特征,Honesty is an admirable character trait.
transaction,/trænˈzækʃn/,交易,Each transaction is recorded in the company's database.
transform,/trænsˈfɔːrm/,改造,The renovation will transform the old building into a modern office.
transmit,/trænsˈmɪt/,传输,The satellite transmits data back to earth every hour.
transparent,/trænsˈpærənt/,透明的,The government should be more transparent about its spending.
transport,/ˈtrænspɔːrt/,运输,The goods will be transported by truck to the warehouse.
trap,/træp/,陷阱,The mouse walked right into the trap.
treasure,/ˈtreʒər/,财宝,The pirates buried their treasure on a deserted island.
tremendous,/trɪˈmendəs/,巨大的,She put a tremendous amount of effort into the project.
trend,/trend/,趋势,There is a growing trend toward remote work.
trial,/ˈtraɪəl/,审判,The trial lasted for three weeks and attracted national attention.
tribe,/traɪb/,部落,The ancient tribe lived in harmony with the forest.
trigger,/ˈtrɪɡər/,触发,The loud noise triggered the car alarm.
